feature-extraction,run#,epoch,state,AMI,ARI,NMI
doc2vec,18,280,36,0.000380,0.000311,0.000407
doc2vec,18,295,38,0.000380,0.000311,0.000407
doc2vec,19,25,2,0.000374,0.000305,0.000401
doc2vec,19,40,4,0.000380,0.000311,0.000407
doc2vec,19,55,6,0.000380,0.000311,0.000407
doc2vec,19,70,8,0.000373,0.000304,0.000400
doc2vec,19,85,10,0.000374,0.000306,0.000402
doc2vec,19,100,12,0.000374,0.000305,0.000402
doc2vec,19,115,14,0.000374,0.000305,0.000402
doc2vec,19,130,16,0.000374,0.000305,0.000402
doc2vec,19,145,18,0.000373,0.000304,0.000400
doc2vec,19,160,20,0.000374,0.000305,0.000402
doc2vec,19,175,22,0.000374,0.000306,0.000402
doc2vec,19,190,24,0.000374,0.000306,0.000402
doc2vec,19,205,26,0.000380,0.000311,0.000407
doc2vec,19,220,28,0.000372,0.000304,0.000399
doc2vec,19,235,30,0.000375,0.000306,0.000402
doc2vec,19,250,32,0.000375,0.000306,0.000402
doc2vec,19,265,34,0.000374,0.000305,0.000402
doc2vec,19,280,36,0.000380,0.000311,0.000407
doc2vec,19,295,38,0.000380,0.000311,0.000407
doc2vec,20,25,2,0.000374,0.000305,0.000401
doc2vec,20,40,4,0.000380,0.000311,0.000407
doc2vec,20,55,6,0.000380,0.000311,0.000407
doc2vec,20,70,8,0.000373,0.000304,0.000400
doc2vec,20,85,10,0.000374,0.000306,0.000402
doc2vec,20,100,12,0.000374,0.000305,0.000402
doc2vec,20,115,14,0.000374,0.000305,0.000402
doc2vec,20,130,16,0.000374,0.000305,0.000402
doc2vec,20,145,18,0.000373,0.000304,0.000400
doc2vec,20,160,20,0.000374,0.000305,0.000402
doc2vec,20,175,22,0.000374,0.000306,0.000402
doc2vec,20,190,24,0.000374,0.000306,0.000402
doc2vec,20,205,26,0.000380,0.000311,0.000407
doc2vec,20,220,28,0.000372,0.000304,0.000399
doc2vec,20,235,30,0.000375,0.000306,0.000402
doc2vec,20,250,32,0.000375,0.000306,0.000402
doc2vec,20,265,34,0.000374,0.000305,0.000402
doc2vec,20,280,36,0.000380,0.000311,0.000407
doc2vec,20,295,38,0.000380,0.000311,0.000407
