feature-extraction,run#,epoch,state,AMI,ARI,NMI
tf-idf,5,100,12,0.3384433853862014,0.23605482797638758,0.3384648962375731
tf-idf,5,115,14,0.23620789924204164,0.12185594647671653,0.23623376625886786
tf-idf,5,130,16,0.23510733951830512,0.12056701188340628,0.2351332615106891
tf-idf,5,145,18,0.23012533312901742,0.16442162319335346,0.23014979690389495
tf-idf,5,160,20,0.23510403871118335,0.12052720860973823,0.23512996100668845
tf-idf,5,175,22,0.23049722006423903,0.16491372707570673,0.23052166930585372
tf-idf,5,190,24,0.230448740411323,0.1648713172177223,0.2304731898210037
tf-idf,5,205,26,0.22993738408630307,0.164112411162261,0.22996185711091552
tf-idf,5,220,28,0.23503500786118245,0.12018600216221768,0.23506093955563448
tf-idf,5,235,30,0.23505458604881319,0.12021382545549832,0.23508051637411628
tf-idf,5,250,32,0.24624833052916387,0.1376472686712753,0.24627205983144654
tf-idf,5,265,34,0.23039731091876395,0.16480513393928775,0.23042176362359737
tf-idf,5,280,36,0.2299082971451619,0.16407324700658088,0.22993277150655553
tf-idf,5,295,38,0.2290039284676764,0.16288818959025272,0.22902843877677442
tf-idf,6,25,2,0.2055599563076599,0.13447532051645072,0.20558543866467638
tf-idf,6,40,4,0.22989510177642125,0.16406198588664414,0.2299195763942251
tf-idf,6,55,6,0.23079458501521521,0.1652900309963893,0.23081902089839398
tf-idf,6,70,8,0.30143780870444803,0.23279044437946364,0.30145785841639333
tf-idf,6,85,10,0.3569187948282708,0.26638229700811006,0.3569373186153835
tf-idf,6,100,12,0.3384433853862014,0.23605482797638758,0.3384648962375731
tf-idf,6,115,14,0.23620789924204164,0.12185594647671653,0.23623376625886786
tf-idf,6,130,16,0.23510733951830512,0.12056701188340628,0.2351332615106891
tf-idf,6,145,18,0.23012533312901742,0.16442162319335346,0.23014979690389495
tf-idf,6,160,20,0.23510403871118335,0.12052720860973823,0.23512996100668845
tf-idf,6,175,22,0.23049722006423903,0.16491372707570673,0.23052166930585372
tf-idf,6,190,24,0.230448740411323,0.1648713172177223,0.2304731898210037
tf-idf,6,205,26,0.22993738408630307,0.164112411162261,0.22996185711091552
tf-idf,6,220,28,0.23503500786118245,0.12018600216221768,0.23506093955563448
tf-idf,6,235,30,0.23505458604881319,0.12021382545549832,0.23508051637411628
tf-idf,6,250,32,0.24624833052916387,0.1376472686712753,0.24627205983144654
tf-idf,6,265,34,0.23039731091876395,0.16480513393928775,0.23042176362359737
tf-idf,6,280,36,0.2299082971451619,0.16407324700658088,0.22993277150655553
tf-idf,6,295,38,0.2290039284676764,0.16288818959025272,0.22902843877677442
tf-idf,7,25,2,0.2055599563076599,0.13447532051645072,0.20558543866467638
tf-idf,7,40,4,0.22989510177642125,0.16406198588664414,0.2299195763942251
tf-idf,7,55,6,0.23079458501521521,0.1652900309963893,0.23081902089839398
tf-idf,7,70,8,0.30143780870444803,0.23279044437946364,0.30145785841639333
tf-idf,7,85,10,0.3569187948282708,0.26638229700811006,0.3569373186153835
tf-idf,7,100,12,0.3384433853862014,0.23605482797638758,0.3384648962375731
tf-idf,7,115,14,0.23620789924204164,0.12185594647671653,0.23623376625886786
tf-idf,7,130,16,0.23510733951830512,0.12056701188340628,0.2351332615106891
tf-idf,7,145,18,0.23012533312901742,0.16442162319335346,0.23014979690389495
tf-idf,7,160,20,0.23510403871118335,0.12052720860973823,0.23512996100668845
tf-idf,7,175,22,0.23049722006423903,0.16491372707570673,0.23052166930585372
tf-idf,7,190,24,0.230448740411323,0.1648713172177223,0.2304731898210037
tf-idf,7,205,26,0.22993738408630307,0.164112411162261,0.22996185711091552
tf-idf,7,220,28,0.23503500786118245,0.12018600216221768,0.23506093955563448
tf-idf,7,235,30,0.23505458604881319,0.12021382545549832,0.23508051637411628
tf-idf,7,250,32,0.24624833052916387,0.1376472686712753,0.24627205983144654
tf-idf,7,265,34,0.23039731091876395,0.16480513393928775,0.23042176362359737
tf-idf,7,280,36,0.2299082971451619,0.16407324700658088,0.22993277150655553
tf-idf,7,295,38,0.2290039284676764,0.16288818959025272,0.22902843877677442
tf-idf,8,25,2,0.2055599563076599,0.13447532051645072,0.20558543866467638
tf-idf,8,40,4,0.22989510177642125,0.16406198588664414,0.2299195763942251
tf-idf,8,55,6,0.23079458501521521,0.1652900309963893,0.23081902089839398
tf-idf,8,70,8,0.30143780870444803,0.23279044437946364,0.30145785841639333
tf-idf,8,85,10,0.3569187948282708,0.26638229700811006,0.3569373186153835
tf-idf,8,100,12,0.3384433853862014,0.23605482797638758,0.3384648962375731
tf-idf,8,115,14,0.23620789924204164,0.12185594647671653,0.23623376625886786
tf-idf,8,130,16,0.23510733951830512,0.12056701188340628,0.2351332615106891
tf-idf,8,145,18,0.23012533312901742,0.16442162319335346,0.23014979690389495
tf-idf,8,160,20,0.23510403871118335,0.12052720860973823,0.23512996100668845
tf-idf,8,175,22,0.23049722006423903,0.16491372707570673,0.23052166930585372
tf-idf,8,190,24,0.230448740411323,0.1648713172177223,0.2304731898210037
tf-idf,8,205,26,0.22993738408630307,0.164112411162261,0.22996185711091552
tf-idf,8,220,28,0.23503500786118245,0.12018600216221768,0.23506093955563448
tf-idf,8,235,30,0.23505458604881319,0.12021382545549832,0.23508051637411628
tf-idf,8,250,32,0.24624833052916387,0.1376472686712753,0.24627205983144654
tf-idf,8,265,34,0.23039731091876395,0.16480513393928775,0.23042176362359737
tf-idf,8,280,36,0.2299082971451619,0.16407324700658088,0.22993277150655553
tf-idf,8,295,38,0.2290039284676764,0.16288818959025272,0.22902843877677442
tf-idf,9,25,2,0.2055599563076599,0.13447532051645072,0.20558543866467638
tf-idf,9,40,4,0.22989510177642125,0.16406198588664414,0.2299195763942251
tf-idf,9,55,6,0.23079458501521521,0.1652900309963893,0.23081902089839398
tf-idf,9,70,8,0.30143780870444803,0.23279044437946364,0.30145785841639333
tf-idf,9,85,10,0.3569187948282708,0.26638229700811006,0.3569373186153835
tf-idf,9,100,12,0.3384433853862014,0.23605482797638758,0.3384648962375731
tf-idf,9,115,14,0.23620789924204164,0.12185594647671653,0.23623376625886786
tf-idf,9,130,16,0.23510733951830512,0.12056701188340628,0.2351332615106891
tf-idf,9,145,18,0.23012533312901742,0.16442162319335346,0.23014979690389495
tf-idf,9,160,20,0.23510403871118335,0.12052720860973823,0.23512996100668845
tf-idf,9,175,22,0.23049722006423903,0.16491372707570673,0.23052166930585372
tf-idf,9,190,24,0.230448740411323,0.1648713172177223,0.2304731898210037
tf-idf,9,205,26,0.22993738408630307,0.164112411162261,0.22996185711091552
tf-idf,9,220,28,0.23503500786118245,0.12018600216221768,0.23506093955563448
tf-idf,9,235,30,0.23505458604881319,0.12021382545549832,0.23508051637411628
tf-idf,9,250,32,0.24624833052916387,0.1376472686712753,0.24627205983144654
tf-idf,9,265,34,0.23039731091876395,0.16480513393928775,0.23042176362359737
tf-idf,9,280,36,0.2299082971451619,0.16407324700658088,0.22993277150655553
tf-idf,9,295,38,0.2290039284676764,0.16288818959025272,0.22902843877677442
tf-idf,10,25,2,0.2055599563076599,0.13447532051645072,0.20558543866467638
tf-idf,10,40,4,0.22989510177642125,0.16406198588664414,0.2299195763942251
tf-idf,10,55,6,0.23079458501521521,0.1652900309963893,0.23081902089839398
tf-idf,10,70,8,0.30143780870444803,0.23279044437946364,0.30145785841639333
tf-idf,10,85,10,0.3569187948282708,0.26638229700811006,0.3569373186153835
tf-idf,10,100,12,0.3384433853862014,0.23605482797638758,0.3384648962375731
tf-idf,10,115,14,0.23620789924204164,0.12185594647671653,0.23623376625886786
tf-idf,10,130,16,0.23510733951830512,0.12056701188340628,0.2351332615106891
tf-idf,10,145,18,0.23012533312901742,0.16442162319335346,0.23014979690389495
tf-idf,10,160,20,0.23510403871118335,0.12052720860973823,0.23512996100668845
tf-idf,10,175,22,0.23049722006423903,0.16491372707570673,0.23052166930585372
tf-idf,10,190,24,0.230448740411323,0.1648713172177223,0.2304731898210037
tf-idf,10,205,26,0.22993738408630307,0.164112411162261,0.22996185711091552
tf-idf,10,220,28,0.23503500786118245,0.12018600216221768,0.23506093955563448
tf-idf,10,235,30,0.23505458604881319,0.12021382545549832,0.23508051637411628
tf-idf,10,250,32,0.24624833052916387,0.1376472686712753,0.24627205983144654
tf-idf,10,265,34,0.23039731091876395,0.16480513393928775,0.23042176362359737
tf-idf,10,280,36,0.2299082971451619,0.16407324700658088,0.22993277150655553
tf-idf,10,295,38,0.2290039284676764,0.16288818959025272,0.22902843877677442
